51717n,Sky Ruins,KABOOM,4.67,0,3,3,0
51716n,GHOST DEPTHS - ACT 1,Asterocrat,5.00,0,3,3,0
51715n,Find all 8 red coins,askminjae,3.00,0,3,3,0
51709n,Thirty-Five,KABOOM,3.50,0,3,3,0
51708n,Shaded,Kreativity,4.33,0,3,3,0
51706n,Super Pipe Maze,SuperGalacticGhost,3.00,0,3,3,0
51702n,NEON CITY - ACT 2,Asterocrat,5.00,0,3,3,0
51697n,Outlying island,eiy,3.50,0,3,3,0
51694n,Inside the space,Batcher1101,3.50,0,3,3,0
51692n,5 Stars in Space,Ian Lindauer,3.00,0,3,3,0
51690n,Space parkour,Ian Lindauer,3.00,0,3,3,0
51686n,Plataform level,HuesitosSuperstar,2.67,0,3,3,0
51685n,Fortress outside the asteroid,eiy,5.00,0,3,3,0
51684n,Winter Blue Rising,eiy,4.00,0,3,3,0
51683n,ecks dee dee dee,jacobkrin,1.50,0,3,3,0
51682n,Syzygy volcano,eiy,4.25,0,3,3,0
51681n,Abandoned temple,eiy,3.00,0,3,3,0
51680n,Meso Plains,Soronexle,3.50,0,3,3,0
51678n,The Ghost Grove: BOSS,Jumbo101,5.00,0,3,3,0
51677n,My 8 Red Coins,Ramondm924,4.00,0,3,3,0
51676n,Hazy Maze Cave Extreem,thommie_v2,1.00,0,3,3,0
51672n,Hazy Maze Cave Extreem,Raiyuuni,3.00,0,3,3,0
51668n,World 3-Castle,nintenchris5963,3.50,0,3,3,0
51667n,TheCastle,jchabka1,4.25,0,3,3,0
51665n,The Ghost Grove,Jumbo101,5.00,0,3,3,0
51663n,Syzygy Valley,FluorescenceLight,5.00,0,3,3,0
51660n,Tricks on Halloween,John,4.60,0,3,3,0
51659n,Tomb Tower [SWF],Forgotten,4.80,0,3,3,0
51656n,Prologue 2:A mystery foe,Arnoldsab,4.33,0,3,3,0
51652n,Wii Mode: Activate!,Jhynjhiruu,5.00,0,3,3,0
51648n,FLUDD Antics,~Yoshi~,3.75,0,3,3,0
51647n,Venpai Moss World,eiy,3.50,0,3,3,0
51640n,Ring in the Red Coins,Iruni181,4.67,0,3,3,0
51639n,Extreme Icy Course,W!F! !S G00D,3.33,0,3,3,0
51636n,Extreme Obstacle Course #2,mario3527,3.00,0,3,3,0
51635n,The Factory,Kreativity,4.00,0,3,3,0
51633n,Koopa Skylands,Dubster108,2.00,0,3,3,0
51631n,A little stroll,Crimspider,3.40,0,3,3,0
51630n,Eiy's Snowtree Land,eiy,3.00,0,3,3,0
51627n,Extreme Obstacle Course #1,mario3527,3.00,0,3,3,0
51625n,South Pacific Coast,eiy,4.00,0,3,3,0
51621n,Sky Temple,John,4.67,0,3,3,0
51620n,A Castle Hard Work,eiy,3.00,0,3,3,0
51605n,Prologue 1: A mystery foe,Arnoldsab,4.50,0,3,3,0
51614n,Level Portal 101: Rules and How-To's,Raiyuuni,5.00,0,3,3,0
51601n,elevator dodgeball,makelevels,3.50,0,3,3,0
51587n,Epic Level,Antonio10009,2.00,0,3,3,0
51579n,The Base Of The Unknow Power,jaschutte,5.00,0,3,3,0
51577n,The Hunt For The Unknown,jaschutte,5.00,0,3,3,0
51576n,Natural Path,Chlorines,3.50,0,3,3,0
51575n,Orb Of Power's Anchient Castle,jaschutte,3.50,0,3,3,0
51571n,Frozen Forest,F.L.U.D.D.3001,4.00,0,3,3,0
51569n,MGA:R Ep.8: 100 Red Coins,sonicfan121901,3.50,0,3,3,0
51567n,Bowser's REAL Extreme 8 Reds,W!F! !S G00D,2.00,0,3,3,0
51566n,Bullet bill tower,santi13,2.33,0,3,3,0
51562n,Big Bully Onslaught,Kreativity,4.00,0,3,3,0
51560n,The 7 silver stars,They Shyest Guy,2.00,0,3,3,0
51554n,Silver Shine Carnival,Kreativity,4.00,0,3,3,0
51550n,The Secret Room,John,4.25,0,3,3,0
51548n,The Ultimate Quest,Sebastian2779,3.00,0,3,3,0
51547n,Koopa Labs,F.L.U.D.D.3001,4.50,0,3,3,0
51546n,Bowser's Star Road:Boss,Sebastian2779,3.50,0,3,3,0
51545n,Bowser's Star Road,Sebastian2779,2.33,0,3,3,0
51544n,LOTRS|Chapter 1=2,Sebastian2779,2.00,0,3,3,0
51541n,Sky High,Positron,3.25,0,3,3,0
51540n,SM64 Bowser In The Fire Sea,W!F! !S G00D,2.50,0,3,3,0
51539n,Thwomp Dungeon: Emerald Trials,~Yuri,5.00,0,3,3,0
51531n,Legend of the Rainbow Sprites|Chapter 1 1,Sebastian2779,2.25,0,3,3,0
51530n,The Shine's Bodygaurd,ucantbeme,1.50,0,3,3,0
51529n,Prototype Blast Off,Kreativity,2.25,0,3,3,0
51527n,Bowser in the Sky,Sebastian2779,2.50,0,3,3,0
51522n,The Silver Comet,Sebastian2779,2.00,0,3,3,0
51514n,Snowman's Land,Nenefun4534,2.00,0,3,3,0
51510n,Big Bully's True Tower,ThePhire,2.00,0,3,3,0
51508n,Machine Massacre Facility: Boss,Jumbo101,5.00,0,3,3,0
51507n,Machine Massacre Facility,Jumbo101,5.00,0,3,3,0
51506n,Advanced Rocket FLUDD Test,John,4.00,0,3,3,0
51505n,Aerial Artillery - Phase 2,asdfmoviecaleb,4.00,0,3,3,0
51504n,Rotation Ridge,To4ooo4,2.00,0,3,3,0
51501n,The Lost Factory,John,4.50,0,3,3,0
51500n,Woodlands of Eternal Green,~Yuri,5.00,0,3,3,0
51497n,Dense Mountain,Maaaaarrrrriiiiio,4.00,0,3,3,0
51494n,Willow Woods: The Coven,FluorescenceLight,5.00,0,3,3,0
51484n,Lava Land,USMANOV5,3.00,0,3,3,0
51477n,Egyptian mysteries,USMANOV5,3.00,0,3,3,0
51476n,it's more the history.,USMANOV5,2.00,0,3,3,0
51466n,Nightcloud Alpine,Charcoal,4.67,0,3,3,0
51459n,Bowers airship of DOOM,Happygamer421,2.50,0,3,3,0
51458n,Another Silver Stars Callenge.,D+E 4ever,4.25,0,3,3,0
51457n,Extra Secret Course,Diegoh1,2.50,0,3,3,0
51456n,Willow Woods,FluorescenceLight,4.67,0,3,3,0
51452n,Snowy Valley,asdfmoviecaleb,3.00,0,3,3,0
51446n,The Shining Hard Sprite,WoollyYoshi,3.33,0,3,3,0
51444n,Amnezia,0ject1,3.00,0,3,3,0
51436n,Jenerikku Forest,Coinshower,3.80,0,3,3,0
51435n,The crazy mansion,alvaro,3.33,0,3,3,0
51432n,The 30 REAL tests of Hover Fludd-Part 1,Maaaaarrrrriiiiio,4.33,0,3,3,0
51428n,Goomba Simulator 2,Jumbo101,4.43,0,3,3,0
51412n,Bowser's illusion castle,AreaxisSM63,3.33,0,3,3,0
51404n,HARDEST LEVEL EVER,Jordansonatina,2.40,0,3,3,0
51403n,Drowned Fortress,FluorescenceLight,4.50,0,3,3,0
51402n,In The End Of The Universe.,D+E 4ever,4.00,0,3,3,0
51395n,Dark Shrine,John,4.33,0,3,3,0
51390n,The Secret,John,4.40,0,3,3,0
51379n,Celebration on Skyroad,~Yuri,4.38,0,3,3,0
51373n,Trance,Cayojot,3.67,0,3,3,0
51372n,Creeper Park,Creeper63,2.25,0,3,3,0
51366n,Survive the time,Maaaaarrrrriiiiio,3.00,0,3,3,0
51344n,Why is a level laggy?,John,4.00,0,3,3,0
51343n,Cloudy Stars,Nicomenya199,3.00,0,3,3,0
51342n,Desertification,John,4.86,0,3,3,0
51338n,Andrew Adventure,andrewmac1111,1.67,0,3,3,0
51336n,The Snowy Zone of Portals,Pablobros198,3.80,0,3,3,0
51328n,Thwomp's Keep,Jumbo101,4.50,0,3,3,0
51327n,Dangerous 8 Red Coins Mission,vdogIsDog,2.67,0,3,3,0
51324n,Risky Moves,Maaaaarrrrriiiiio,3.33,0,3,3,0
51321n,The Egoist's Tale,~Yuri,5.00,0,3,3,0
51320n,Jumpin' in the space,Maaaaarrrrriiiiio,3.00,0,3,3,0
51310n,Subzero-Surburbs,Jumbo101,4.75,0,3,3,0
51307n,The Penguin Celebration,Nuclear_Blaze,4.33,0,3,3,0
51304n,Around Bowser's Castle 3,John,3.00,0,3,3,0
51301n,Giddy Glade,SonicMarioJryGX,4.00,0,3,3,0
51297n,Whiteskull Shrine,FluorescenceLight,4.75,0,3,3,0
51292n,Super Mario Frustration,johnjohn,2.50,0,3,3,0
51267n,the flame mountan,potato243,2.00,0,3,3,0
51266n,Hard jumps,Koreyblue,2.50,0,3,3,0
51264n,Navy Bombardment,superdrew12,3.00,0,3,3,0
51263n,Secret Of The Hills,0ject1,3.00,0,3,3,0
51260n,the sprite land,potato243,2.00,0,3,3,0
51255n,Lost Mountains,TDRaptor,3.00,0,3,3,0
51253n,Eruption - Snowflake City,superdrew12,2.00,0,3,3,0
51250n,Shine Cavern,Dubster108,3.00,0,3,3,0
51249n,hi first level,potato243,2.00,0,3,3,0
51248n,63 Silver Stars in Space v2.0,Dubster108,3.67,0,3,3,0
51246n,63 Silver Stars in Space,Dubster108,2.00,0,3,3,0
51243n,Go to the Space Garden,John,4.50,0,3,3,0
51242n,Goomba Battlefield,That One Goat,3.80,0,3,3,0
51241n,Bowser's secret castle,mrfunnylaughs4,1.00,0,3,3,0
51239n,Bowser's Other Castle,Noobwithafez,3.00,0,3,3,0
51235n,Crazy Thwomps,KavinLahrs,2.00,0,3,3,0
51226n,8 Red Coin Challenge,W!F! !S G00D,3.00,0,3,3,0
51224n,Trick or Treat?,Nuclear_Blaze,2.00,0,3,3,0
51223n,Fire Towers Adventure,John,4.00,0,3,3,0
51220n,The Catacombs,Forgotten,5.00,0,3,3,0
51219n,~Spooky Heights,Jumbo101,5.00,0,3,3,0
51215n,Moonshine Tower,FluorescenceLight,5.00,0,3,3,0
51212n,Eruption - Enterance,superdrew12,3.00,0,3,3,0
51206n,Mark Volcano,SuperGroudon,2.00,0,3,3,0
51202n,Bowser's Airship,Leeo,2.50,0,3,3,0
51185n,Milky Way Bowling!,mooshy,0.00,0,0,0,0
51184n,MGA:R Ep.7: Bully Fortress,sonicfan121901,3.00,0,3,3,0
51177n,SANNESS LEVEL,asdfmoviecaleb,1.50,0,3,3,0
51175n,World 1,supermario63fan01,3.00,0,3,3,0
51165n,Space In The Grass,AnGyung14,3.00,0,3,3,0
51158n,SMB Deluxe World 1-1,The Old  amp; New SMB,2.50,0,3,3,0
51138n,Super Mario Run and the 5 Stars,SuperMario64,2.00,0,3,3,0
51136n,SKY SHIP,1FRIV2,1.50,0,3,3,0
51131n,Impossible level,SuperMario64,1.00,0,3,3,0
51123n,Bowser's Castle (Course Final),SuperMario64,2.50,0,3,3,0
51095n,Fier,Goldy301,4.25,0,3,3,0
51081n,Red Coins of the Secret Course,thedragonwarrior,0.00,0,0,0,0
51079n,Tower,InsaneNintendoFranc9,4.00,0,3,3,0
51077n,A Lost Soul,XxEndermanSlayerxX,0.00,0,0,0,0
51072n,Honeyhive Galaxy,PhlipProkopenko,0.00,0,0,0,0
51071n,An Unknown Space Adventure,XxEndermanSlayerxX,2.33,0,3,3,0
51067n,space,BirdiesSamster,1.50,0,3,3,0
51065n,El cuadro encantado parte 4(desenlace),alvaro,2.00,0,3,3,0
51064n,El cuadro encantado parte 3,alvaro,3.00,0,3,3,0
51063n,El cuadro encantado parte 2,alvaro,4.00,0,3,3,0
51062n,El cuadro encantado parte 1,alvaro,3.50,0,3,3,0
51061n,Silver Stars in Underground,Teraok,4.00,0,3,3,0
51060n,bowser house,BirdiesSamster,4.00,0,3,3,0
51059n,sky level,BirdiesSamster,3.00,0,3,3,0
51058n,Cool  Cool Mountain,PhlipProkopenko,0.00,0,0,0,0
51055n,The WITBLO12 Tribute! Part 4/4,Supershroom,0.00,0,0,0,0
51054n,The WITBLO12 Tribute! Part 3/4,Supershroom,5.00,0,3,3,0
51053n,The WITBLO12 Tribute! Part 2/4,Supershroom,4.50,0,3,3,0
51052n,The WITBLO12 Tribute! Part 1/4,Supershroom,2.50,0,3,3,0
51050n,8 Frosted Red Coins,Teraok,4.00,0,3,3,0
51049n,Beating Band Land,Forgotten,5.00,0,3,3,0
51048n,Trip to the Amusement Park,Forgotten,5.00,0,3,3,0
51047n,Vanishing Point,Oranjui,3.50,0,3,3,0
51045n,Dreamscape,Supershroom,4.00,0,3,3,0
51044n,Escape the Airship,luigi654,2.33,0,3,3,0
51042n,The right way,pietro z,1.00,0,3,3,0
51037n,The Very Simple Level,ExcaliburSonic1234,2.00,0,3,3,0
51035n,BOSS: Ghastlurr,Jumbo101,4.00,0,3,3,0
51034n,colinas campi\xf1on,alvaro,0.00,0,0,0,0
51033n,MGA:R Ep.6: Sky High,sonicfan121901,4.00,0,3,3,0
51032n,la mansi\xf3n maldita,alvaro,0.00,0,0,0,0
51029n,Plumbyrinth,KABOOM,4.00,0,3,3,0
51016n,Azathoth Paradox pt.3: Chaos,FluorescenceLight,5.00,0,3,3,0
51015n,Azathoth Paradox pt.2: Arachnid Temple,FluorescenceLight,5.00,0,3,3,0
51013n,Mountain Climb,ChaosYoshi,3.00,0,3,3,0
51011n,A house//Gilbert_Gaming,Gilbert_Gaming,1.50,0,3,3,0
51009n,The Dream Temple,LuigiTheBowser,3.00,0,3,3,0
51008n,An Undreamable Adventure,LuigiTheBowser,4.00,0,3,3,0
51007n,Azathoth Paradox pt.1: Outer Universe,FluorescenceLight,5.00,0,3,3,0
51006n,Into and Out of the Volcano,goalfish,3.00,0,3,3,0
51005n,The Traveller's Treasure in the Pyramid,goalfish,2.00,0,3,3,0
51003n,MGA:R Ep.5: Pirate Caverns,sonicfan121901,2.00,0,3,3,0
51001n,King Blarg's Dead Pyramid,newsuperhackboys,3.00,0,3,3,0
51000n,Dear Diary ,~Yuri,5.00,0,3,3,0
50998n,Shy Guy Airship,122721,3.00,0,3,3,0
50990n,The Dream pt 2,AreaxisFromMC,4.00,0,3,3,0
50989n,El ascenso al cielo,alvaro,2.00,0,3,3,0
50987n,The Dream pt 1,AreaxisFromMC,3.50,0,3,3,0
50986n,Nieve y estrellas de plata,alvaro,2.00,0,3,3,0
50983n,The Highest Mushroom,LuigiTheBowser,3.00,0,3,3,0
50982n,fortaleza celestial,alvaro,3.00,0,3,3,0
50976n,La senda del movimiento,alvaro,2.67,0,3,3,0
50970n,Crimson Scorching Land,illusion,4.50,0,3,3,0
50969n,The Windship,ovidiu2007,4.00,0,3,3,0
50967n,Over the pillar,HarryM,3.00,0,3,3,0
50965n,MGA:R Ep.4: Pyranati Desert,sonicfan121901,2.67,0,3,3,0
50959n,Do Nothing 2,Super Milo,2.50,0,3,3,0
50957n,Bowsers solar reactor,blazeron1,3.00,0,3,3,0
50954n,MGA:R Ep.3: Hot Volcano!,sonicfan121901,3.00,0,3,3,0
50951n,Do Nothing.,Super Milo,3.67,0,3,3,0
50949n,MGA:R Ep.2:Snow Dungeons,sonicfan121901,3.00,0,3,3,0
50945n,Mario's Galaxy Adventure:R Ep.1,sonicfan121901,4.00,0,3,3,0
50938n,The Valley,EnderYoshiVenom,2.00,0,3,3,0
50929n,idk how to delete topics,asdfmoviecaleb,2.67,0,3,3,0
50923n,Molten Ruins Phase 1,asdfmoviecaleb,2.50,0,3,3,0
50919n,Level 9-Metal Castle,Charlotte,2.00,0,3,3,0
50916n,the research facility,superluigi256,4.00,0,3,3,0
50915n,ssbm stage 1,superluigi256,2.33,0,3,3,0
50914n,Level 8-Grand Hill,Charlotte,3.00,0,3,3,0
50913n,Blue Bay,illusion,5.00,0,3,3,0
50912n,The Experimental Error: Regeneration,Jumbo101,5.00,0,3,3,0
50911n,Sans Battle,Arthurtilly1,2.50,0,3,3,0
50901n,The secret #2,Danny,0.00,0,0,0,0
50897n,Bounce for 5 Silver Stars,Arthurtilly1,4.00,0,3,3,0
50896n,A Fiery Climb,Arthurtilly1,3.67,0,3,3,0
50886n,Voidlands,EnderYoshiVenom,3.60,0,3,3,0
50876n,The Invasion 2: White Savage Zone,Supershroom,4.50,0,3,3,0
50875n,The Invasion 2: Misplaced Pipehammer Maze,Supershroom,4.33,0,3,3,0
50873n,Speed Comet,ShyGuy64,1.50,0,3,3,0
50872n,Ice Mansion,ShyGuy64,1.50,0,3,3,0
50870n,Hot Hot Silver Stars,ShyGuy64,0.00,0,0,0,0
50869n,The Guantlet,ShyGuy64,3.00,0,3,3,0
50867n,Bowser's Second Trap,ShyGuy64,3.00,0,3,3,0
50863n,Super Nico 63 ep 20 (The end),Nicolosse,3.00,0,3,3,0
50856n,To the Sky Pt. 2,Obi Wan Luigi,3.00,0,3,3,0
50851n,Battle of Hoth,Obi Wan Luigi,4.00,0,3,3,0
50850n,To the Sky Pt. 1,Obi Wan Luigi,4.00,0,3,3,0
50839n,Moonlight Fireflies Forest,FluorescenceLight,4.40,0,3,3,0
50837n,Battle of Yavin,Obi Wan Luigi,3.67,0,3,3,0
50836n,5\xb0 Challenge,GustavoDominguez,4.00,0,3,3,0
50834n,SnowMark,SuperGroudon,2.50,0,3,3,0
50833n,Tatooine Skirmish,Obi Wan Luigi,3.00,0,3,3,0
50829n,Flamb\xe9,Oranjui,4.50,0,3,3,0
50827n,The moving blocks pyramid,Pablolol199,3.00,0,3,3,0
50825n,Stages,Nicomenya199,3.00,0,3,3,0
50823n,The Secret Basement,Pablolol199,2.33,0,3,3,0
50821n,Tiny Islands,Nicomenya199,3.40,0,3,3,0
50819n,4\xb0 Challenge,GustavoDominguez,2.50,0,3,3,0
50818n,Snowy Yonder of Mr. I,danny18078,3.00,0,3,3,0
50816n,3\xb0 Challenge,GustavoDominguez,4.00,0,3,3,0
50814n,2\xb0 Challenge,GustavoDominguez,4.00,0,3,3,0
50812n,1\xb0 Challenge,GustavoDominguez,3.00,0,3,3,0
50810n,Green Vines Forest,illusion,4.50,0,3,3,0
50809n,Iced hills,toiletninja,3.00,0,3,3,0
50808n,Volcano Adventure,B33mo,2.50,0,3,3,0
50805n,Marble Zone,MaxFurryFox,3.67,0,3,3,0
50803n,Snow Towers Adventure,John,4.00,0,3,3,0
50800n,Red Coins In The Fiery Land,B33mo,1.00,0,3,3,0
50790n,Ancient Pyramids Adventure,John,4.80,0,3,3,0
50789n,Aerial Artillery-Phase 1,asdfmoviecaleb,3.00,0,3,3,0
50787n,Inside the Igioo (Part 5),John,2.67,0,3,3,0
50786n,Marios life in space,Firemario500,2.00,0,3,3,0
50785n,Doomy Dunes-Phase 2,asdfmoviecaleb,3.00,0,3,3,0
50782n,Quicksand Pit Desert,FluorescenceLight,5.00,0,3,3,0
50776n,Element Tragedy: Prolouge,ovidiu2007,3.50,0,3,3,0
50772n,Doomy Dunes-Phase 1,asdfmoviecaleb,0.00,0,0,0,0
50768n,Final Straw,Coinshower,3.00,0,3,3,0
50767n,Forest Valley Land-Phase 2,asdfmoviecaleb,3.67,0,3,3,0
50766n,Forest Valley Land-Phase 1,asdfmoviecaleb,3.67,0,3,3,0
50759n,Land of the Dead,asdfmoviecaleb,3.33,0,3,3,0
50756n,The Final Challenge,npromin1,3.67,0,3,3,0
50625n,The Enigma of Nightmares,npromin1,4.25,0,3,3,0
50612n,Chromos Themepark,~Yuri,4.43,0,3,3,0
50611n,Chief Chilly Challenge,danny18078,2.00,0,3,3,0
50609n,mario wings to the sky and more,pvzguy,1.33,0,3,3,0
50608n,Mini-Ride through the mines,Supershroom,4.50,0,3,3,0
50586n,Go to the Moon,John,3.00,0,3,3,0
50582n,Chilly Bone Caverns,Jumbo101,4.63,0,3,3,0
50580n,Parkour,Flameboy,2.00,0,3,3,0
50576n,Chapter 1-2: Shroomville,F.L.U.D.D.3001,3.67,0,3,3,0
50574n,Hurry!,Nuclear_Blaze,4.20,0,3,3,0
50570n,Flip Spin Dungeon,ecat,2.67,0,3,3,0
50568n,Tilted Floating Platforms,1018peter,4.00,0,3,3,0
50567n,Red Coins in the Castle Ground 2,John,4.00,0,3,3,0
50562n,Mario Adventure - Down hills,dangamer,3.00,0,3,3,0
50559n,Around Bowser's Castle 2,John,3.00,0,3,3,0
50551n,The Nether,danny18078,2.67,0,3,3,0
50548n,Starlight Lament,Venexis,4.43,0,3,3,0
50547n,Spirit of the Olympics,Venexis,4.00,0,3,3,0
50544n,The Ancient Future,Forgotten,4.75,0,3,3,0
50534n,Emerwood,Charcoal,4.63,0,3,3,0
50531n,Flooded Ruins,Nuclear_Blaze,4.00,0,3,3,0
50529n,FORTALEZA DE BOWSER,alvaro,2.00,0,3,3,0
50523n,Ruinas deserticas del cielo,alvaro,3.00,0,3,3,0
50515n,The Perfect Run (True Champion's Daredevil Run),epicness88888888,3.00,0,3,3,0
50512n,The five Mini-Challenges,Nuclear_Blaze,3.00,0,3,3,0
50507n,True Champion's Path,epicness88888888,3.67,0,3,3,0
50506n,Goomba Peak Galaxy Star 2,npromin1,3.50,0,3,3,0
50505n,Goomba Peak Galaxy Star 1,npromin1,3.33,0,3,3,0
50502n,World 1-4,npromin1,3.00,0,3,3,0
50501n,Super Mario Galaxy 63 HUB,npromin1,3.00,0,3,3,0
50499n,Mario Adventure - Kooppa Airship,dangamer,2.33,0,3,3,0
50496n,Fludd valley,toiletninja,1.20,0,3,3,0
50495n,Ghost forest,toiletninja,2.67,0,3,3,0
50491n,Escape from the Earth,John,3.25,0,3,3,0
50488n,The Snowland,John,4.00,0,3,3,0
50483n,Kaizo 1,Arik1,3.00,0,3,3,0
50482n,Chapter 1-1: Mushroom Route,F.L.U.D.D.3001,3.67,0,3,3,0
50481n,The Rock Ocean,npromin1,3.00,0,3,3,0
50480n,World 1-3,npromin1,4.00,0,3,3,0
50479n,The Uninspired Castle,Coinshower,2.00,0,3,3,0
50478n,World 1-2,npromin1,4.33,0,3,3,0
50476n,World 1-1,npromin1,2.50,0,3,3,0
50475n,Cloud Nine,Coinshower,2.83,0,3,3,0
50471n,Prologue: The Meteor Shower,F.L.U.D.D.3001,3.60,0,3,3,0
50468n,Luigi's Cell Adventure,drario494,2.50,0,3,3,0
50467n,Bowser's Castle,npromin1,2.50,0,3,3,0
50401n,The Ancient Shine Sprites Part 1,Nightmarionette123,2.00,0,3,3,0
50365n,Bully Ambush!,Nightmarionette123,2.25,0,3,3,0
50348n,Level 6-Sky Fortess,Charlotte,2.50,0,3,3,0
50345n,Snowman's Land,danny18078,3.50,0,3,3,0
50342n,The 3 Silver Stars of Koopa Hill,Philman,2.33,0,3,3,0
50333n,Ultimate House (Part 4),Nenefun4534,2.50,0,3,3,0
50328n,Wing Sap,HickRanger,3.50,0,3,3,0
50326n,Spin Class,HickRanger,3.50,0,3,3,0
50317n,SM64 or SM64DS,gamerz1,1.50,0,3,3,0
50314n,Maze of 3 Elements,danny18078,2.50,0,3,3,0
50308n,Mazy Garden,illusion,4.00,0,3,3,0
50303n,Redroboguy's Castle,Redroboguy,2.00,0,3,3,0
50300n,Discovery,HickRanger,3.00,0,3,3,0
50298n,Buoy Base Galaxy,danny18078,1.50,0,3,3,0
50294n,Atonement by Fire!,Yoshi Boo 118,5.00,0,3,3,0
50289n,40 Red Coins 2,BowserJrGaming,2.67,0,3,3,0
50288n,Level 5-Desert Hill,Charlotte,3.33,0,3,3,0
50286n,Level 4-Secret Base,Charlotte,3.50,0,3,3,0
50283n,Mountain Castle,danny18078,3.50,0,3,3,0
50281n,Level 3-Peach Castle,Charlotte,3.00,0,3,3,0
50280n,Level 2-Ground of Aqua,Charlotte,3.00,0,3,3,0
50279n,Level 1-Goomba Ground,Charlotte,2.50,0,3,3,0
50278n,Cosmic Cannon Cluster,HickRanger,2.50,0,3,3,0
50273n,Floating Castle,shnur,3.00,0,3,3,0
50270n,climbing the volcano,lincolnpepper111,2.67,0,3,3,0
50266n,MarioBruh: Wild Wilds,SonicMarioJryGX,3.33,0,3,3,0
50265n,The Aquarium,Redroboguy,1.00,0,3,3,0
50262n,my first level,lincolnpepper111,3.00,0,3,3,0
50261n,Eve Woods,FluorescenceLight,4.86,0,3,3,0
50259n,Space Diamond Labyrinth,Jumbo101,4.86,0,3,3,0
50258n,Mask Castle,HickRanger,0.00,0,0,0,0
50255n,Simple Deathtraps!? (Update 0.1),Leokilledgamer,0.00,0,0,0,0
50254n,Final,illusion,5.00,0,3,3,0
50252n,The Looney Goonie,HickRanger,2.50,0,3,3,0
50242n,Big Boo's Haunt,danny18078,2.50,0,3,3,0
50239n,Ride on the Goonies Level 2,Redroboguy,2.00,0,3,3,0
50238n,Simple Deathtraps!?,Leokilledgamer,1.67,0,3,3,0
50235n,40 Red Coins,BowserJrGaming,3.33,0,3,3,0
50231n,Ride on the Gonnies Level 1,Redroboguy,1.00,0,3,3,0
50227n,Bowser's Minigames,HickRanger,3.50,0,3,3,0
50222n,Freezeflame Towers,~Yuri,5.00,0,3,3,0
50218n,Auto Mario,HickRanger,3.67,0,3,3,0
50202n,Fludd Cavern,ToTheRatmobile,2.33,0,3,3,0
50198n,Tower of the Wing Cap,danny18078,3.50,0,3,3,0
50190n,Mario The Star Rescuer Demo,Scientist Waluigi,1.75,0,3,3,0
50185n,Raiyuuni's Secret Santa!,Supershroom,4.50,0,3,3,0
50184n,NanTheDark's Secret Santa!,Supershroom,4.67,0,3,3,0
50174n,Bowser's Weirdest Plan,Redroboguy,3.00,0,3,3,0
